tt_action_item_id,time_begin,time_fact_begin,order_date,manual_fill,tr_id,geom,building_address
53699433970,2026-01-06 06:36:00.000000000,2026-01-06 06:39:01.000000000,2026-01-06,True,122658,POINT (37.43070705 55.8040083),"Строгинское ш., д.1"
53699433974,2026-01-06 06:41:00.000000000,2026-01-06 06:44:01.000000000,2026-01-06,True,122658,POINT (37.46330869 55.80892705),"ул. Маршала Василевского, д.17"
53699433972,2026-01-06 06:38:00.000000000,2026-01-06 06:41:01.000000000,2026-01-06,True,122658,POINT (37.45439344 55.80550491),"Новощукинская ул., д.7"
53699456537,2026-01-06 13:05:00.000000000,2026-01-06 13:05:59.000000000,2026-01-06,False,133957,POINT (37.53020277 55.64161975),"ул. Миклухо-Маклая, д.53, к.1"
53700172912,2026-01-06 07:47:00.000000000,2026-01-06 07:45:24.000000000,2026-01-06,False,131672,POINT (37.85747284 55.73916511),"Новокосинская ул., д.17, к.3"
53699433889,2026-01-06 07:14:00.000000000,2026-01-06 07:14:00.000000000,2026-01-06,True,122658,POINT (37.36038527 55.79446229),"Новолучанская ул., д.38"
53699433890,2026-01-06 07:15:00.000000000,2026-01-06 07:15:00.000000000,2026-01-06,True,122658,POINT (37.3564179 55.79119374),"ул. Василия Ботылёва, д.20"
53699433891,2026-01-06 07:16:00.000000000,2026-01-06 07:16:00.000000000,2026-01-06,True,122658,POINT (37.35496245 55.78670401),"ул. Василия Ботылёва, д.37"
53699433884,2026-01-06 06:55:00.000000000,2026-01-06 06:55:00.000000000,2026-01-06,True,122658,POINT (37.41984077 55.80453395),"ул. Исаковского, д.33, к.3"
53699433893,2026-01-06 06:49:00.000000000,2026-01-06 06:49:00.000000000,2026-01-06,True,122658,POINT (37.46209483 55.80950232),"ул. Маршала Василевского, д.17"
53699433894,2026-01-06 06:52:00.000000000,2026-01-06 06:52:00.000000000,2026-01-06,True,122658,POINT (37.45295859 55.80574253),"Новощукинская ул., д.18, к.1"
53699433888,2026-01-06 07:12:00.000000000,2026-01-06 07:12:00.000000000,2026-01-06,True,122658,POINT (37.37257755 55.80123456),
53699433892,2026-01-06 06:47:00.000000000,2026-01-06 06:47:00.000000000,2026-01-06,True,122658,POINT (37.46330869 55.80892705),"ул. Маршала Василевского, д.17"
53718539441,2026-01-06 16:46:00.000000000,2026-01-06 16:45:06.000000000,2026-01-06,False,122613,POINT (37.72309643 55.63524079),"ул. Борисовские Пруды, д.21, к.1"
53699790831,2026-01-06 07:31:00.000000000,2026-01-06 07:28:38.000000000,2026-01-06,False,135081,POINT (37.72654038 55.67572741),"ул. Полбина, д.56"
53698549981,2026-01-06 06:36:00.000000000,2026-01-06 06:35:18.000000000,2026-01-06,False,132430,POINT (37.48084183 55.5988636),
53699456200,2026-01-06 03:37:00.000000000,2026-01-06 03:38:07.000000000,2026-01-06,False,133957,POINT (37.52892826 55.63310597),"ул. Островитянова, д.37А"
53699456279,2026-01-06 06:50:00.000000000,2026-01-06 06:49:03.000000000,2026-01-06,False,133957,POINT (37.48031665 55.65668839),"просп. Вернадского, д.123"
53718539454,2026-01-06 16:56:00.000000000,2026-01-06 16:56:55.000000000,2026-01-06,False,122613,POINT (37.75593382 55.63161839),"Братеевская ул., д.21, к.5"
53700641325,2026-01-06 05:59:00.000000000,2026-01-06 05:59:22.000000000,2026-01-06,False,133300,POINT (37.41197986 55.72931216),"Партизанская ул., д.7, к.1"
53698549383,2026-01-06 08:46:00.000000000,2026-01-06 08:50:28.000000000,2026-01-06,False,132430,POINT (37.44737509 55.53247818),
53700336462,2026-01-06 06:48:00.000000000,2026-01-06 06:49:17.000000000,2026-01-06,False,129964,POINT (37.69448379 55.69114304),
53718793886,2026-01-06 20:56:00.000000000,2026-01-06 20:56:16.000000000,2026-01-06,False,131672,POINT (37.85488578 55.73167784),"ул. Николая Старостина, д.11"
53699790958,2026-01-06 07:08:00.000000000,2026-01-06 07:05:17.000000000,2026-01-06,False,135081,POINT (37.73292397 55.68820288),"ул. Полбина, д.16"
53698549611,2026-01-06 15:13:00.000000000,2026-01-06 15:17:16.000000000,2026-01-06,False,132430,POINT (37.46062525 55.57165508),
53699433879,2026-01-06 07:00:00.000000000,2026-01-06 07:00:00.000000000,2026-01-06,True,122658,POINT (37.39786193 55.80463196),
53699433881,2026-01-06 07:07:00.000000000,2026-01-06 07:07:00.000000000,2026-01-06,True,122658,POINT (37.37425242 55.80393368),"2-я Мякининская ул., д.8"
53699433882,2026-01-06 07:09:00.000000000,2026-01-06 07:09:00.000000000,2026-01-06,True,122658,POINT (37.37681395 55.79749448),
53699433883,2026-01-06 06:54:00.000000000,2026-01-06 06:54:00.000000000,2026-01-06,True,122658,POINT (37.43006678 55.80425857),"ул. Исаковского, д.37, к.2, стр. 1"
53718793757,2026-01-06 15:48:00.000000000,2026-01-06 15:48:44.000000000,2026-01-06,False,131672,POINT (37.85582258 55.73781698),"Новокосинская ул., д.14А"
53699018970,2026-01-06 18:57:00.000000000,2026-01-06 19:01:34.000000000,2026-01-06,False,122048,POINT (37.66179779 55.64930766),"Каширское ш., д.40, к.2"
53699791123,2026-01-06 03:59:00.000000000,2026-01-06 03:59:56.000000000,2026-01-06,False,135081,POINT (37.73343743 55.64671011),"Новочеркасский бульв., д.36"
53698328425,2026-01-06 03:03:00.000000000,2026-01-06 03:03:20.000000000,2026-01-06,False,134040,POINT (37.3856911 55.71867854),"Барвихинская ул., д.9"
53698328418,2026-01-06 03:03:00.000000000,2026-01-06 03:04:02.000000000,2026-01-06,False,134040,POINT (37.38657258 55.71854549),"Барвихинская ул., д.9"
53698549312,2026-01-06 19:20:00.000000000,2026-01-06 19:21:39.000000000,2026-01-06,False,132430,POINT (37.43345406 55.55340871),
53699791126,2026-01-06 03:47:00.000000000,2026-01-06 03:48:03.000000000,2026-01-06,False,135081,POINT (37.71045952 55.64251317),"Батайский пр., д.3"
53698328392,2026-01-06 04:34:00.000000000,2026-01-06 04:36:59.000000000,2026-01-06,False,134040,POINT (37.40141312 55.71833514),"ул. Толбухина, д.5, к.1"
53698461654,2026-01-06 20:35:00.000000000,2026-01-06 20:35:03.000000000,2026-01-06,False,130072,POINT (37.16216682 55.9777848),"Зеленоград, 18-й микрорайон, д.1801"
53699019172,2026-01-06 10:29:00.000000000,2026-01-06 10:25:45.000000000,2026-01-06,False,122048,POINT (37.62106257 55.69640401),"Варшавское ш., д.19"
53699456148,2026-01-06 04:00:00.000000000,2026-01-06 03:58:34.000000000,2026-01-06,False,133957,POINT (37.48284913 55.66197745),"просп. Вернадского, д.109"
53699456149,2026-01-06 04:02:00.000000000,2026-01-06 04:00:34.000000000,2026-01-06,False,133957,POINT (37.48176323 55.66166753),"просп. Вернадского, д.86Б"
53698549348,2026-01-06 20:07:00.000000000,2026-01-06 20:08:20.000000000,2026-01-06,False,132430,POINT (37.49584809 55.61289417),"Профсоюзная ул., д.131Г"
53698549662,2026-01-06 21:13:00.000000000,2026-01-06 21:15:52.000000000,2026-01-06,False,132430,POINT (37.4554723 55.56713117),
53699018535,2026-01-06 06:19:00.000000000,2026-01-06 06:19:56.000000000,2026-01-06,False,122048,POINT (37.74372345 55.6170427),"ул. Мусы Джалиля, д.38, к.1"
53700336493,2026-01-06 09:53:00.000000000,2026-01-06 09:54:24.000000000,2026-01-06,False,129964,POINT (37.70250043 55.6829009),"Коломенская ул., д.7"
53718724243,2026-01-06 19:44:00.000000000,2026-01-06 19:44:44.000000000,2026-01-06,False,135081,POINT (37.7311176 55.69099569),"ул. Полбина, д.8"
53699018576,2026-01-06 05:36:00.000000000,2026-01-06 05:33:03.000000000,2026-01-06,False,122048,POINT (37.62082122 55.70109375),"Варшавское ш., д.2"
53698328429,2026-01-06 03:04:00.000000000,2026-01-06 03:05:26.000000000,2026-01-06,False,134040,POINT (37.38960544 55.72051338),"Барвихинская ул., д.20А"
53699018570,2026-01-06 05:34:00.000000000,2026-01-06 05:30:38.000000000,2026-01-06,False,122048,POINT (37.62090917 55.70700843),"Большая Тульская ул., д.10"
53699018565,2026-01-06 05:32:00.000000000,2026-01-06 05:29:17.000000000,2026-01-06,False,122048,POINT (37.62151148 55.71032494),"Большая Тульская ул., д.2"
53699018575,2026-01-06 05:35:00.000000000,2026-01-06 05:31:37.000000000,2026-01-06,False,122048,POINT (37.6212862 55.70457157),"Большая Тульская ул., д.50"
53699018573,2026-01-06 05:37:00.000000000,2026-01-06 05:34:49.000000000,2026-01-06,False,122048,POINT (37.62028972 55.69676373),"Варшавское ш., д.12"
53699018567,2026-01-06 05:28:00.000000000,2026-01-06 05:27:08.000000000,2026-01-06,False,122048,POINT (37.62212588 55.71560333),"Люсиновская ул., д.68"
53699018564,2026-01-06 05:42:00.000000000,2026-01-06 05:41:08.000000000,2026-01-06,False,122048,POINT (37.62379262 55.68127848),"Варшавское ш., д.32"
53699018574,2026-01-06 05:39:00.000000000,2026-01-06 05:37:42.000000000,2026-01-06,False,122048,POINT (37.62171054 55.68969014),"Варшавское ш., д.37"
53699018566,2026-01-06 05:21:00.000000000,2026-01-06 05:21:25.000000000,2026-01-06,False,122048,POINT (37.62428644 55.72911193),"Большая Серпуховская ул., д.6"
53699018545,2026-01-06 05:22:00.000000000,2026-01-06 05:21:54.000000000,2026-01-06,False,122048,POINT (37.62329099 55.72852104),"Люсиновская ул., д.9"
53699018546,2026-01-06 05:23:00.000000000,2026-01-06 05:23:12.000000000,2026-01-06,False,122048,POINT (37.62262505 55.72531559),"Люсиновская ул., д.27"
53699018562,2026-01-06 05:27:00.000000000,2026-01-06 05:26:28.000000000,2026-01-06,False,122048,POINT (37.62217293 55.71725319),"Люсиновская ул., д.64"
53699018543,2026-01-06 05:24:00.000000000,2026-01-06 05:24:17.000000000,2026-01-06,False,122048,POINT (37.62219435 55.72263741),"Люсиновская ул., д.39"
53699018568,2026-01-06 05:30:00.000000000,2026-01-06 05:28:07.000000000,2026-01-06,False,122048,POINT (37.62210127 55.71315627),"Люсиновская ул., д.72"
53699018563,2026-01-06 05:41:00.000000000,2026-01-06 05:39:55.000000000,2026-01-06,False,122048,POINT (37.62293301 55.68423237),"Варшавское ш., д.26"
53699018561,2026-01-06 05:43:00.000000000,2026-01-06 05:42:14.000000000,2026-01-06,False,122048,POINT (37.62474332 55.67861735),"Варшавское ш., д.36"
53699018544,2026-01-06 05:26:00.000000000,2026-01-06 05:25:19.000000000,2026-01-06,False,122048,POINT (37.62217293 55.72010465),"ул. Павла Андреева, д.23"
53699433994,2026-01-06 07:54:00.000000000,2026-01-06 07:54:00.000000000,2026-01-06,True,122658,POINT (37.46330869 55.80892705),"ул. Маршала Василевского, д.17"
53698328411,2026-01-06 03:05:00.000000000,2026-01-06 03:06:17.000000000,2026-01-06,False,134040,POINT (37.39305644 55.72177017),"ул. Говорова, д.18"
53700172780,2026-01-06 03:02:00.000000000,2026-01-06 03:08:01.000000000,2026-01-06,False,131672,POINT (37.82931629 55.74463711),"Кетчерская ул., д.7"
53700172810,2026-01-06 04:26:00.000000000,2026-01-06 04:26:27.000000000,2026-01-06,False,131672,POINT (37.83370267 55.7436577),"Кетчерская ул., д.16"
53698328655,2026-01-06 07:51:00.000000000,2026-01-06 07:52:19.000000000,2026-01-06,False,134040,POINT (37.38960544 55.72051338),"Барвихинская ул., д.20А"
53698370107,2026-01-06 05:24:00.000000000,2026-01-06 05:25:12.000000000,2026-01-06,False,130238,POINT (37.46482285 55.67751614),"ул. Мичуринский Проспект, Олимпийская Деревня, д.3, к.1"
53698328422,2026-01-06 03:06:00.000000000,2026-01-06 03:07:33.000000000,2026-01-06,False,134040,POINT (37.39723772 55.72326052),"ул. Толбухина, д.13, к.3"
53699433988,2026-01-06 08:16:00.000000000,2026-01-06 08:16:00.000000000,2026-01-06,True,122658,POINT (37.37681395 55.79749448),
53698461673,2026-01-06 21:14:00.000000000,2026-01-06 21:16:05.000000000,2026-01-06,False,130072,POINT (37.32672062 55.87612214),
53699433992,2026-01-06 07:59:00.000000000,2026-01-06 07:59:00.000000000,2026-01-06,True,122658,POINT (37.45295859 55.80574253),"Новощукинская ул., д.18, к.1"
53699433979,2026-01-06 08:24:00.000000000,2026-01-06 08:24:00.000000000,2026-01-06,True,122658,POINT (37.35612604 55.78701533),"ул. Василия Ботылёва, д.12"
53718793637,2026-01-06 11:46:00.000000000,2026-01-06 11:46:40.000000000,2026-01-06,False,131672,POINT (37.82447717 55.7448216),"Кетчерская ул., д.3Г"
53699456595,2026-01-06 14:56:00.000000000,2026-01-06 14:58:37.000000000,2026-01-06,False,133957,POINT (37.52324365 55.63379817),"ул. Островитянова, д.31"
53698549538,2026-01-06 20:32:00.000000000,2026-01-06 20:35:25.000000000,2026-01-06,False,132430,POINT (37.4585214 55.56996253),
53699434000,2026-01-06 08:50:00.000000000,2026-01-06 08:49:26.000000000,2026-01-06,True,122658,POINT (37.45439344 55.80550491),"Новощукинская ул., д.7"
53718724066,2026-01-06 14:48:00.000000000,2026-01-06 14:45:53.000000000,2026-01-06,False,135081,POINT (37.72343219 55.67031757),"ул. Полбина, д.68"
53699456558,2026-01-06 14:02:00.000000000,2026-01-06 14:06:52.000000000,2026-01-06,False,133957,POINT (37.48284913 55.66197745),"просп. Вернадского, д.109"
53700336346,2026-01-06 03:26:00.000000000,2026-01-06 03:25:20.000000000,2026-01-06,False,129964,POINT (37.69009163 55.67711796),"ул. Речников, д.25"
53699433949,2026-01-06 09:17:00.000000000,2026-01-06 09:16:26.000000000,2026-01-06,True,122658,POINT (37.38307598 55.80939771),"4-я Мякининская ул., д.27"
53699433950,2026-01-06 09:11:00.000000000,2026-01-06 09:10:26.000000000,2026-01-06,True,122658,POINT (37.40492255 55.80316904),
53699433944,2026-01-06 09:30:00.000000000,2026-01-06 09:29:26.000000000,2026-01-06,True,122658,POINT (37.35612604 55.78701533),"ул. Василия Ботылёва, д.12"
53699433940,2026-01-06 09:25:00.000000000,2026-01-06 09:24:26.000000000,2026-01-06,True,122658,POINT (37.37257755 55.80123456),
53699433948,2026-01-06 09:12:00.000000000,2026-01-06 09:11:26.000000000,2026-01-06,True,122658,POINT (37.39786193 55.80463196),
53699433937,2026-01-06 09:07:00.000000000,2026-01-06 09:06:26.000000000,2026-01-06,True,122658,POINT (37.41984077 55.80453395),"ул. Исаковского, д.33, к.3"
53699433947,2026-01-06 09:08:00.000000000,2026-01-06 09:07:26.000000000,2026-01-06,True,122658,POINT (37.41457968 55.80526717),"ул. Маршала Катукова, д.25"
53699433936,2026-01-06 09:06:00.000000000,2026-01-06 09:05:26.000000000,2026-01-06,True,122658,POINT (37.43006678 55.80425857),"ул. Исаковского, д.37, к.2, стр. 1"
53699433945,2026-01-06 09:28:00.000000000,2026-01-06 09:27:26.000000000,2026-01-06,True,122658,POINT (37.3564179 55.79119374),"ул. Василия Ботылёва, д.20"
53699433946,2026-01-06 09:29:00.000000000,2026-01-06 09:28:26.000000000,2026-01-06,True,122658,POINT (37.35496245 55.78670401),"ул. Василия Ботылёва, д.37"
53699456136,2026-01-06 04:20:00.000000000,2026-01-06 04:18:17.000000000,2026-01-06,False,133957,POINT (37.52452111 55.63328722),"ул. Островитянова, д.32"
53698328581,2026-01-06 05:49:00.000000000,2026-01-06 05:51:19.000000000,2026-01-06,False,134040,POINT (37.38594683 55.71913621),"Барвихинская ул., д.9"
53699456224,2026-01-06 04:45:00.000000000,2026-01-06 04:45:48.000000000,2026-01-06,False,133957,POINT (37.52440209 55.64318057),"ул. Миклухо-Маклая, д.22А"
53700336370,2026-01-06 04:26:00.000000000,2026-01-06 04:25:31.000000000,2026-01-06,False,129964,POINT (37.70782708 55.68567388),"Коломенская ул., д.1"
53699456447,2026-01-06 10:26:00.000000000,2026-01-06 10:25:38.000000000,2026-01-06,False,133957,POINT (37.50750007 55.63854456),"ул. Островитянова, д.15, к.1"
53698549806,2026-01-06 23:24:00.000000000,2026-01-06 23:24:47.000000000,2026-01-06,False,132430,POINT (37.44117129 55.56271324),
53700641318,2026-01-06 05:49:00.000000000,2026-01-06 05:51:28.000000000,2026-01-06,False,133300,POINT (37.41184215 55.7357904),"Партизанская ул., д.25"
53699790973,2026-01-06 06:48:00.000000000,2026-01-06 06:49:17.000000000,2026-01-06,False,135081,POINT (37.72592188 55.65724163),"Иловайская ул., д.2Б"
53698328433,2026-01-06 03:08:00.000000000,2026-01-06 03:08:51.000000000,2026-01-06,False,134040,POINT (37.40085868 55.72172653),"ул. Толбухина, д.9, к.1"
53699790839,2026-01-06 07:26:00.000000000,2026-01-06 07:23:46.000000000,2026-01-06,False,135081,POINT (37.73258786 55.6877525),"ул. Полбина, д.16"
53699018745,2026-01-06 04:19:00.000000000,2026-01-06 04:20:06.000000000,2026-01-06,False,122048,POINT (37.74851317 55.61389253),"Ореховый бульв., д.24, к.2"
53699791141,2026-01-06 04:21:00.000000000,2026-01-06 04:18:35.000000000,2026-01-06,False,135081,POINT (37.72794763 55.67766033),"ул. Полбина, д.21"
